image_id,prediction,confidence
test_00001,4,0.6049599647521973
test_00002,0,0.364553302526474
test_00003,4,0.5883170962333679
test_00004,4,0.9927619099617004
test_00005,0,0.4536873400211334
test_00006,3,0.9842275977134705
test_00007,1,0.6808182001113892
test_00008,0,0.9933736324310303
test_00009,3,0.9099922776222229
test_00010,1,0.9432711005210876
test_00011,4,0.7461742162704468
test_00012,1,0.44190168380737305
test_00013,0,0.6137707233428955
test_00014,0,0.9701345562934875
test_00015,3,0.9568900465965271
test_00016,5,0.7829708456993103
test_00017,1,0.9716020226478577
test_00018,5,0.6551791429519653
test_00019,1,0.4774770438671112
test_00020,2,0.33779147267341614
test_00021,2,0.9563997387886047
test_00022,4,0.4660942256450653
test_00023,4,0.995266318321228
test_00024,0,0.9948518872261047
test_00025,2,0.9352632164955139
test_00026,5,0.9917484521865845
test_00027,0,0.4043789207935333
test_00028,1,0.9396571516990662
test_00029,4,0.4827359616756439
test_00030,2,0.9280629754066467
test_00031,4,0.8268771171569824
test_00032,0,0.9303056597709656
test_00033,2,0.45247116684913635
test_00034,5,0.9984127283096313
test_00035,2,0.5492836833000183
test_00036,3,0.6184669733047485
test_00037,3,0.9488974213600159
test_00038,4,0.9647330045700073
test_00039,2,0.9303106069564819
test_00040,4,0.5805479884147644
test_00041,5,0.9532671570777893
test_00042,0,0.5986323952674866
test_00043,5,0.9893835186958313
test_00044,0,0.8322336673736572
test_00045,4,0.8935182094573975
test_00046,5,0.9319829344749451
test_00047,4,0.5077781081199646
test_00048,2,0.7112060785293579
test_00049,4,0.9489040374755859
test_00050,2,0.41659948229789734
test_00051,0,0.5199190378189087
test_00052,0,0.9972883462905884
test_00053,4,0.8637407422065735
test_00054,1,0.9297606945037842
test_00055,3,0.8132314682006836
test_00056,2,0.753976047039032
test_00057,3,0.9521785378456116
test_00058,0,0.9900720119476318
test_00059,0,0.9967941641807556
test_00060,5,0.9467684626579285
test_00061,1,0.9359399676322937
test_00062,4,0.7592397332191467
test_00063,5,0.9415552020072937
test_00064,3,0.9827384352684021
test_00065,1,0.9669724702835083
test_00066,3,0.9809607267379761
test_00067,1,0.9388726353645325
test_00068,0,0.9532673954963684
test_00069,2,0.48887407779693604
test_00070,5,0.8773267269134521
test_00071,0,0.9404929876327515
test_00072,5,0.9972158670425415
test_00073,3,0.9266220927238464
test_00074,4,0.9574450850486755
test_00075,1,0.9803077578544617
test_00076,3,0.97856605052948
test_00077,5,0.5255228877067566
test_00078,5,0.9927622675895691
test_00079,5,0.25172853469848633
test_00080,3,0.8711827993392944
test_00081,4,0.8850716352462769
